date,admin1,market,latitude,longitude,yam,gari_yellow,gari_white,rice_local,maize_white,maize_yellow,cpi,fuel_price,temperature,rainfall
7/1/2014,Abia,Aba,5.15,7.36,140,62.5,51.46,177.78,92.02,76.92,145.8,106.77,25.49,6.23
8/1/2014,Abia,Aba,5.15,7.36,140,63.19,51.46,188.89,89.25,76.92,145.8,101.61,24.66,5.85
9/1/2014,Abia,Aba,5.15,7.36,140,64.87,51.75,200,86.44,76.92,145.8,97.09,24.97,8.88
10/1/2014,Abia,Aba,5.15,7.36,94.8,64.87,51.75,151.85,86.44,76.92,145.8,87.43,25.89,8.05
11/1/2014,Abia,Aba,5.15,7.36,81.2,53.66,39.03,151.85,88.22,76.92,145.8,79.44,26.5,3.43
12/1/2014,Abia,Aba,5.15,7.36,106.8,94.17,63.42,189.63,88.22,101.92,145.8,62.34,26.77,0.19
1/1/2015,Abia,Aba,5.15,7.36,106.8,94.17,80.56,189.63,86.74,101.92,158.93,47.76,24.91,0.06
2/1/2015,Abia,Aba,5.15,7.36,106.8,121.17,80.56,197.04,86.74,104.38,158.93,58.1,27.22,1.35
3/1/2015,Abia,Aba,5.15,7.36,106.8,121.17,80.56,197.04,86.74,104.38,158.93,55.89,27.44,6.3
4/1/2015,Abia,Aba,5.15,7.36,86.8,121.17,55.66,167.04,86.74,103.15,158.93,59.52,27.5,2.4
5/1/2015,Abia,Aba,5.15,7.36,95.2,106.38,76.33,187.04,86.74,103.97,158.93,64.08,27.31,3.95
6/1/2015,Abia,Aba,5.15,7.36,100,121.17,76.33,197.04,86.74,103.97,158.93,61.48,26.03,6.7
9/1/2015,Abia,Aba,5.15,7.36,100,121.17,80.56,197.04,84.3,104.38,158.93,47.62,25.42,5.22
1/1/2016,Abia,Aba,5.15,7.36,116.8,113.17,80.56,153.33,84.3,104.38,183.88,30.7,26.01,0.73
2/1/2016,Abia,Aba,5.15,7.36,116.8,113.17,80.56,153.33,84.3,271.04,183.88,32.18,27.34,0.07
3/1/2016,Abia,Aba,5.15,7.36,126.8,172.47,115.5,191.85,113.05,122.78,183.88,38.21,28.13,4.11
4/1/2016,Abia,Aba,5.15,7.36,166.8,172.47,115.5,197.04,113.05,138.22,183.88,41.58,27.96,3.42
6/1/2016,Abia,Aba,5.15,7.36,190.4,172.47,187.4,306.67,146.81,137.51,183.88,48.25,26.04,6.07
7/1/2016,Abia,Aba,5.15,7.36,190.4,228.31,187.4,312.59,148.6,137.51,183.88,44.95,25.33,4.15
8/1/2016,Abia,Aba,5.15,7.36,172.8,228.31,187.4,397.41,190.61,179.9,183.88,45.84,25.14,3.72
9/1/2016,Abia,Aba,5.15,7.36,163.6,228.31,187.4,417.41,189.66,179.9,183.88,46.57,25.49,12.87
10/1/2016,Abia,Aba,5.15,7.36,163.6,228.31,187.4,417.41,189.66,174.13,183.88,49.52,26.48,8.92
11/1/2016,Abia,Aba,5.15,7.36,135.2,228.31,187.4,417.41,163.13,162.19,183.88,44.73,27.47,1.52
12/1/2016,Abia,Aba,5.15,7.36,151.6,228.31,215.89,438.89,151.96,162.19,183.88,53.31,27.18,0.23
1/1/2017,Abia,Aba,5.15,7.36,201.6,248.85,224.88,438.89,170.12,177.12,214.23,54.58,26.89,0.12
2/1/2017,Abia,Aba,5.15,7.36,201.6,248.85,224.88,355.93,188.27,177.12,214.23,54.87,27.41,0.39
3/1/2017,Abia,Aba,5.15,7.36,450.4,275.8,268.2,355.93,159.2,177.8,214.23,51.59,27.79,2.45
4/1/2017,Abia,Aba,5.15,7.36,450.4,275.8,268.2,355.93,159.2,185.5,214.23,52.31,27.87,2.88
5/1/2017,Abia,Aba,5.15,7.36,243.2,275.8,320,135,159.2,185.5,214.23,50.33,27.5,6.26
6/1/2017,Abia,Aba,5.15,7.36,243.2,275.8,296,135,171,187,214.23,46.37,26.47,10.85
7/1/2017,Abia,Aba,5.15,7.36,243.2,300,260,126,173,187,214.23,48.48,25.3,7.82
8/1/2017,Abia,Aba,5.15,7.36,243.2,300,256.8,130.8,173,190.8,214.23,51.7,24.8,3.57
3/1/2021,Abia,Aba,5.15,7.36,243.2,373.5,299.89,390.96,217.35,320.58,354.3,65.41,27.5,2.65
4/1/2021,Abia,Aba,5.15,7.36,218.72,404.4,333.22,422.94,277.26,320.58,354.3,64.81,27.75,4.05
5/1/2021,Abia,Aba,5.15,7.36,253.46,357.28,350.79,466.28,277.26,242.45,354.3,68.53,27.42,2.78
7/1/2021,Abia,Aba,5.15,7.36,275.28,512.51,445.87,466.28,330.64,242.45,354.3,75.17,25.57,8.02
8/1/2021,Abia,Aba,5.15,7.36,255.42,435.72,446.75,466.28,266.77,295.01,354.3,70.75,25.53,8.78
9/1/2021,Abia,Aba,5.15,7.36,218.96,416.98,416.35,407.31,266.77,240.69,354.3,74.49,25.76,9.2
10/1/2021,Abia,Aba,5.15,7.36,221.11,416.98,398.26,426.89,333.88,274.52,354.3,83.54,26.49,6.21
11/1/2021,Abia,Aba,5.15,7.36,237.6,401.74,401.85,471.5,284.19,313.15,354.3,81.05,27.02,6.92
12/1/2021,Abia,Aba,5.15,7.36,192,382.14,401.85,477,284.77,315.27,354.3,74.17,27.03,0.04
1/1/2022,Abia,Aba,5.15,7.36,192,399,369.3,411.3,284.77,277.8,421.07,86.51,26.07,0.97
2/1/2022,Abia,Aba,5.15,7.36,213.6,399,369.3,411.3,314.81,277.8,421.07,97.13,27.29,0.24
3/1/2022,Abia,Aba,5.15,7.36,213.6,405.05,343.8,393.24,278.34,309.35,421.07,117.25,27.92,1.6
4/1/2022,Abia,Aba,5.15,7.36,211.97,404.65,353.47,449.76,256.28,314.06,421.07,104.58,27.28,6.46
5/1/2022,Abia,Aba,5.15,7.36,246.02,430.08,409.39,440.79,259.38,303.36,421.07,113.34,27.2,3.6
6/1/2022,Abia,Aba,5.15,7.36,283.2,413.77,386.44,473.63,260.17,301.3,421.07,122.71,26.14,11.21
7/1/2022,Abia,Aba,5.15,7.36,277.15,429.82,395.48,473.63,260.92,259.81,421.07,111.93,25.33,6.53
8/1/2022,Abia,Aba,5.15,7.36,226.42,428.1,395.48,454.23,240,299.03,421.07,100.45,24.64,4.46
9/1/2022,Abia,Aba,5.15,7.36,277.96,432.27,395.48,449.16,271.33,260.47,421.07,89.76,25.28,9.53
10/1/2022,Abia,Aba,5.15,7.36,299.86,390.46,379.32,449.16,243.62,339.29,421.07,93.33,26.25,6.27
11/1/2022,Abia,Aba,5.15,7.36,321.37,439.75,420.6,598.41,327.76,315.14,421.07,91.42,26.93,1.48
12/1/2022,Abia,Aba,5.15,7.36,342.35,470.32,427.17,648.34,309,339.98,421.07,80.92,26.09,1.41
6/1/2016,Borno,Abba Gamaram,11.86,13.15,117.6,123,109.2,339.26,98.6,108.2,183.88,48.25,26.04,6.07
8/1/2016,Borno,Abba Gamaram,11.86,13.15,117.6,132,134.2,339.26,146.08,144.48,183.88,45.84,25.14,3.72
9/1/2016,Borno,Abba Gamaram,11.86,13.15,88.4,130.24,130,339.26,136,125.15,183.88,46.57,25.49,12.87
10/1/2016,Borno,Abba Gamaram,11.86,13.15,102.8,142.88,138,285.56,113,116.98,183.88,49.52,26.48,8.92
12/1/2016,Borno,Abba Gamaram,11.86,13.15,98,141.5,141,296.3,120.72,126.35,183.88,53.31,27.18,0.23
1/1/2017,Borno,Abba Gamaram,11.86,13.15,78,150,137.5,314.44,139,139.8,214.23,54.58,26.89,0.12
3/1/2017,Borno,Abba Gamaram,11.86,13.15,102.8,187.2,183.5,314.44,137.5,147,214.23,51.59,27.79,2.45
4/1/2017,Borno,Abba Gamaram,11.86,13.15,132.4,205,183.5,314.44,150.5,150,214.23,52.31,27.87,2.88
5/1/2017,Borno,Abba Gamaram,11.86,13.15,132.4,220.6,188.75,315.19,150,150,214.23,50.33,27.5,6.26
6/1/2017,Borno,Abba Gamaram,11.86,13.15,132.4,221.3,199,321.48,150.34,154.3,214.23,46.37,26.47,10.85
7/1/2017,Borno,Abba Gamaram,11.86,13.15,250,228,212.4,307.04,149.5,158.25,214.23,48.48,25.3,7.82
8/1/2017,Borno,Abba Gamaram,11.86,13.15,235.2,228.92,210,307.04,156.4,151.08,214.23,51.7,24.8,3.57
9/1/2017,Borno,Abba Gamaram,11.86,13.15,198.4,205,182.24,307.04,137.6,135,214.23,56.15,25.32,5.23
10/1/2017,Borno,Abba Gamaram,11.86,13.15,228,220,150,307.04,102.5,102.5,214.23,57.51,26.33,4.3
11/1/2017,Borno,Abba Gamaram,11.86,13.15,228,166,149.97,250,96.68,105.58,214.23,62.71,26.85,1.89
12/1/2017,Borno,Abba Gamaram,11.86,13.15,125.2,151,145,250,95.68,99.02,214.23,64.37,26.64,1.73
1/1/2018,Borno,Abba Gamaram,11.86,13.15,338.4,230.16,137.73,267.78,102.13,99.63,240.14,69.08,25.9,0
2/1/2018,Borno,Abba Gamaram,11.86,13.15,117.6,167.21,146.12,285.56,100.1,100.42,240.14,65.32,27.43,1.63
3/1/2018,Borno,Abba Gamaram,11.86,13.15,117.6,153.5,133.44,285.56,100,100.8,240.14,66.02,27.47,1.4
4/1/2018,Borno,Abba Gamaram,11.86,13.15,117.6,158.09,135.5,310.74,107.45,108.85,240.14,72.11,27.43,1.53
5/1/2018,Borno,Abba Gamaram,11.86,13.15,323.6,162,133.73,303.7,108.39,110,240.14,76.98,26.9,6.12
6/1/2018,Borno,Abba Gamaram,11.86,13.15,239.6,137.6,120,287.04,120,116.8,240.14,74.4,26.25,6.44
7/1/2018,Borno,Abba Gamaram,11.86,13.15,343.2,160,134.05,287.04,103.75,110,240.14,74.25,25.39,7.42
8/1/2018,Borno,Abba Gamaram,11.86,13.15,323.6,147.14,139.2,287.04,101.6,106,240.14,72.53,25.11,5.18
11/1/2018,Borno,Abba Gamaram,11.86,13.15,264.8,119.63,118.6,287.04,86.4,88.4,240.14,64.75,27.26,3.6
12/1/2018,Borno,Abba Gamaram,11.86,13.15,223.6,137.75,112.5,287.04,85.7,83.75,240.14,57.36,26.78,0.33
1/1/2019,Borno,Abba Gamaram,11.86,13.15,264.8,137.75,134.28,287.04,80.81,86.93,267.51,59.41,27.29,1.8
3/1/2019,Borno,Abba Gamaram,11.86,13.15,294,183.67,126.01,285.56,87.15,85.3,267.51,66.14,27.89,1.9
4/1/2019,Borno,Abba Gamaram,11.86,13.15,294,183.67,138.92,250,86.25,85,267.51,71.23,28.09,3.12
5/1/2019,Borno,Abba Gamaram,11.86,13.15,294,138.81,138.2,250,86.31,84.44,267.51,71.32,27.48,6.39
6/1/2019,Borno,Abba Gamaram,11.86,13.15,294,165.29,106.27,250,83.33,80,267.51,64.22,26.27,10.25
8/1/2019,Borno,Abba Gamaram,11.86,13.15,305.2,173.48,105.93,254.44,77.11,79.96,267.51,59.04,25.41,2.5
9/1/2019,Borno,Abba Gamaram,11.86,13.15,294,146.07,106.17,254.44,81.82,85.52,267.51,62.83,25.71,8.94
10/1/2019,Borno,Abba Gamaram,11.86,13.15,291.6,168.56,107.84,254.44,86.61,85.52,267.51,59.71,25.87,14
11/1/2019,Borno,Abba Gamaram,11.86,13.15,291.6,126.52,115.5,277.78,89.86,90.3,267.51,63.21,27.26,2.78
12/1/2019,Borno,Abba Gamaram,11.86,13.15,291.6,113.82,102.39,279.26,85.62,88.12,267.51,67.22,27.04,2.12
1/1/2020,Borno,Abba Gamaram,11.86,13.15,291.6,145.85,115.1,280,86.07,89.61,302.94,63.65,25.81,0.04
2/1/2020,Borno,Abba Gamaram,11.86,13.15,291.6,141.62,121.28,392.96,88.08,90.84,302.94,55.66,27.25,0.02
3/1/2020,Borno,Abba Gamaram,11.86,13.15,235.2,183.67,174.12,392.96,98.18,99.2,302.94,32.01,27.78,2.98
4/1/2020,Borno,Abba Gamaram,11.86,13.15,242.8,191.83,171.93,295.19,106.77,107.39,302.94,18.38,27.6,3.55
5/1/2020,Borno,Abba Gamaram,11.86,13.15,255.2,194.47,207.43,362.96,112.97,113.27,302.94,29.38,27.38,5.87
6/1/2020,Borno,Abba Gamaram,11.86,13.15,255.2,212.56,175.43,428.52,146.17,147.78,302.94,40.27,26.32,10.46
7/1/2020,Borno,Abba Gamaram,11.86,13.15,255.2,183.67,224.74,389.26,165.97,164.58,302.94,43.24,24.96,8.83
8/1/2020,Borno,Abba Gamaram,11.86,13.15,268.4,215.1,215.94,380.74,181.86,187.25,302.94,44.74,24.42,0.37
9/1/2020,Borno,Abba Gamaram,11.86,13.15,266,243.16,200,387.78,184.99,182.38,302.94,40.91,25.32,10.6
10/1/2020,Borno,Abba Gamaram,11.86,13.15,291.6,220,241.65,277.04,146.19,147.74,302.94,40.19,26.09,3.36
11/1/2020,Borno,Abba Gamaram,11.86,13.15,254,229.2,232.12,277.04,138.3,138.26,302.94,42.69,27.08,2.68
12/1/2020,Borno,Abba Gamaram,11.86,13.15,254,238.76,222.66,405.56,148.48,152.15,302.94,49.99,27.02,0.85
1/1/2021,Borno,Abba Gamaram,11.86,13.15,246.8,261.15,239.05,409.26,171.74,168.6,354.3,54.77,27.04,0.45
2/1/2021,Borno,Abba Gamaram,11.86,13.15,243.2,232.5,234.55,409.26,193.71,187.5,354.3,62.28,27.65,0.55
3/1/2021,Borno,Abba Gamaram,11.86,13.15,206,284.6,285.18,446.3,191.02,191.88,354.3,65.41,27.5,2.65
4/1/2021,Borno,Abba Gamaram,11.86,13.15,235.2,284.25,302.77,464.44,193.4,191.28,354.3,64.81,27.75,4.05
5/1/2021,Borno,Abba Gamaram,11.86,13.15,237.2,289.17,289.72,485.19,194.66,197,354.3,68.53,27.42,2.78
6/1/2021,Borno,Abba Gamaram,11.86,13.15,279.6,335.83,321.47,464.44,218.6,226.02,354.3,73.16,26.56,6.56
7/1/2021,Borno,Abba Gamaram,11.86,13.15,294,371.17,331.84,464.44,244.18,249.17,354.3,75.17,25.57,8.02
8/1/2021,Borno,Abba Gamaram,11.86,13.15,294,327.1,333.86,464.44,243.78,243.92,354.3,70.75,25.53,8.78
10/1/2021,Borno,Abba Gamaram,11.86,13.15,213.2,299.61,296.57,500,196.42,191.35,354.3,83.54,26.49,6.21
11/1/2021,Borno,Abba Gamaram,11.86,13.15,228,289.47,256.11,500,189.8,189.52,354.3,81.05,27.02,6.92
12/1/2021,Borno,Abba Gamaram,11.86,13.15,206,302.38,251.46,500,199.84,198.6,354.3,74.17,27.03,0.04
1/1/2022,Borno,Abba Gamaram,11.86,13.15,228,342.39,275.91,535.56,233.54,230,421.07,86.51,26.07,0.97
2/1/2022,Borno,Abba Gamaram,11.86,13.15,235.2,280.84,282.68,482.22,234.08,228.83,421.07,97.13,27.29,0.24
3/1/2022,Borno,Abba Gamaram,11.86,13.15,257.2,271.29,290,482.22,226.95,225.94,421.07,117.25,27.92,1.6
4/1/2022,Borno,Abba Gamaram,11.86,13.15,147.2,316.63,270.48,520.74,221.52,226.17,421.07,104.58,27.28,6.46
2/1/2023,Borno,Abba Gamaram,11.86,13.15,235.2,309.28,280.48,690,195.55,198.94,524.91,82.58,27.39,0.62
3/1/2023,Borno,Abba Gamaram,11.86,13.15,237.6,309.28,280.48,680,195.55,198.94,524.91,78.43,27.61,3.21
4/1/2023,Borno,Abba Gamaram,11.86,13.15,242.8,309.28,280.48,660,195.55,198.94,524.91,84.64,27.65,6
5/1/2023,Borno,Abba Gamaram,11.86,13.15,242.8,309.28,280.48,720,195.55,198.94,524.91,75.47,27.82,3.31
6/1/2023,Borno,Abba Gamaram,11.86,13.15,347,309.28,280.48,751.85,195.55,198.94,524.91,74.84,26.41,10.62
7/1/2023,Borno,Abba Gamaram,11.86,13.15,440,183.67,150,751.85,116.3,119,524.91,80.11,26.04,7.86
8/1/2023,Borno,Abba Gamaram,11.86,13.15,649.03,183.67,150,848.27,116.3,119,524.91,86.15,25.72,4.35
9/1/2023,Borno,Abba Gamaram,11.86,13.15,680,309.28,280.48,925.93,195.55,198.94,524.91,93.72,26.09,9.5
10/1/2023,Borno,Abba Gamaram,11.86,13.15,738.06,309.28,280.48,961.77,195.55,198.94,524.91,90.6,26.81,7.08
12/1/2016,Yobe,Bade (Gashua),12.87,11.04,145.2,141.5,141,250,120.72,126.35,183.88,53.31,27.18,0.23
2/1/2017,Yobe,Bade (Gashua),12.87,11.04,145.2,176,182.38,250,143.88,139.62,214.23,54.87,27.41,0.39
3/1/2017,Yobe,Bade (Gashua),12.87,11.04,145.2,187.2,183.5,303.7,137.5,147,214.23,51.59,27.79,2.45
4/1/2017,Yobe,Bade (Gashua),12.87,11.04,129.2,205,183.5,303.7,150.5,150,214.23,52.31,27.87,2.88
5/1/2017,Yobe,Bade (Gashua),12.87,11.04,129.2,220.6,188.75,285.56,150,150,214.23,50.33,27.5,6.26
6/1/2017,Yobe,Bade (Gashua),12.87,11.04,104.8,221.3,199,285.56,150.34,154.3,214.23,46.37,26.47,10.85
10/1/2017,Yobe,Bade (Gashua),12.87,11.04,161.2,220,150,285.56,102.5,102.5,214.23,57.51,26.33,4.3
1/1/2018,Yobe,Bade (Gashua),12.87,11.04,112.8,230.16,137.73,285.56,102.13,99.63,240.14,69.08,25.9,0
2/1/2018,Yobe,Bade (Gashua),12.87,11.04,88.8,167.21,146.12,285.56,100.1,100.42,240.14,65.32,27.43,1.63
3/1/2018,Yobe,Bade (Gashua),12.87,11.04,88.8,153.5,133.44,285.56,100,100.8,240.14,66.02,27.47,1.4
7/1/2018,Yobe,Bade (Gashua),12.87,11.04,129.2,160,134.05,285.56,103.75,110,240.14,74.25,25.39,7.42
8/1/2018,Yobe,Bade (Gashua),12.87,11.04,96.8,147.14,139.2,250,101.6,106,240.14,72.53,25.11,5.18
9/1/2018,Yobe,Bade (Gashua),12.87,11.04,80.8,143.61,128.65,250,100,99.25,240.14,78.89,25.69,9.09
10/1/2018,Yobe,Bade (Gashua),12.87,11.04,104.8,119.63,118.6,241.11,90,90,240.14,81.03,26.42,6.72
11/1/2018,Yobe,Bade (Gashua),12.87,11.04,96.8,119.63,118.6,241.11,86.4,88.4,240.14,64.75,27.26,3.6
12/1/2018,Yobe,Bade (Gashua),12.87,11.04,96.8,137.75,112.5,250,85.7,83.75,240.14,57.36,26.78,0.33
1/1/2019,Yobe,Bade (Gashua),12.87,11.04,112.8,137.75,134.28,321.48,80.81,86.93,267.51,59.41,27.29,1.8
2/1/2019,Yobe,Bade (Gashua),12.87,11.04,88.8,189.79,136.62,321.48,82.14,85.3,267.51,63.96,27.67,2.85
3/1/2019,Yobe,Bade (Gashua),12.87,11.04,80.8,183.67,126.01,250,87.15,85.3,267.51,66.14,27.89,1.9
4/1/2019,Yobe,Bade (Gashua),12.87,11.04,112.8,183.67,138.92,250,86.25,85,267.51,71.23,28.09,3.12
5/1/2019,Yobe,Bade (Gashua),12.87,11.04,112.8,138.81,138.2,250,86.31,84.44,267.51,71.32,27.48,6.39
6/1/2019,Yobe,Bade (Gashua),12.87,11.04,120.8,165.29,106.27,235.56,83.33,80,267.51,64.22,26.27,10.25
7/1/2019,Yobe,Bade (Gashua),12.87,11.04,104.8,117.55,100,235.56,77.99,80.2,267.51,63.92,25.44,6.21
8/1/2019,Yobe,Bade (Gashua),12.87,11.04,104.8,173.48,105.93,214.44,77.11,79.96,267.51,59.04,25.41,2.5
9/1/2019,Yobe,Bade (Gashua),12.87,11.04,96.8,146.07,106.17,214.44,81.82,85.52,267.51,62.83,25.71,8.94
10/1/2019,Yobe,Bade (Gashua),12.87,11.04,96.8,168.56,107.84,250,86.61,85.52,267.51,59.71,25.87,14
11/1/2019,Yobe,Bade (Gashua),12.87,11.04,72.4,126.52,115.5,250,89.86,90.3,267.51,63.21,27.26,2.78
1/1/2020,Yobe,Bade (Gashua),12.87,11.04,96.8,145.85,115.1,228.52,86.07,89.61,302.94,63.65,25.81,0.04
2/1/2020,Yobe,Bade (Gashua),12.87,11.04,96.8,141.62,121.28,226.67,88.08,90.84,302.94,55.66,27.25,0.02
6/1/2020,Yobe,Bade (Gashua),12.87,11.04,161.2,212.56,175.43,226.67,146.17,147.78,302.94,40.27,26.32,10.46
7/1/2020,Yobe,Bade (Gashua),12.87,11.04,161.2,183.67,224.74,367.78,165.97,164.58,302.94,43.24,24.96,8.83
8/1/2020,Yobe,Bade (Gashua),12.87,11.04,161.2,215.1,215.94,428.52,181.86,187.25,302.94,44.74,24.42,0.37
9/1/2020,Yobe,Bade (Gashua),12.87,11.04,129.2,243.16,200,428.52,184.99,182.38,302.94,40.91,25.32,10.6
10/1/2020,Yobe,Bade (Gashua),12.87,11.04,96.8,220,241.65,250,146.19,147.74,302.94,40.19,26.09,3.36
11/1/2020,Yobe,Bade (Gashua),12.87,11.04,96.8,229.2,232.12,321.48,138.3,138.26,302.94,42.69,27.08,2.68
12/1/2020,Yobe,Bade (Gashua),12.87,11.04,96.8,238.76,222.66,321.48,148.48,152.15,302.94,49.99,27.02,0.85
1/1/2021,Yobe,Bade (Gashua),12.87,11.04,112.8,261.15,239.05,321.48,171.74,168.6,354.3,54.77,27.04,0.45
2/1/2021,Yobe,Bade (Gashua),12.87,11.04,112.8,232.5,234.55,348.15,193.71,187.5,354.3,62.28,27.65,0.55
3/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,284.6,285.18,392.96,191.02,191.88,354.3,65.41,27.5,2.65
5/1/2021,Yobe,Bade (Gashua),12.87,11.04,277.6,289.17,289.72,414.44,194.66,197,354.3,68.53,27.42,2.78
6/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,335.83,321.47,414.44,218.6,226.02,354.3,73.16,26.56,6.56
7/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,371.17,331.84,428.52,244.18,249.17,354.3,75.17,25.57,8.02
8/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,327.1,333.86,428.52,243.78,243.92,354.3,70.75,25.53,8.78
9/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,355.25,294.37,428.52,234.98,235.19,354.3,74.49,25.76,9.2
10/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,299.61,296.57,392.96,196.42,191.35,354.3,83.54,26.49,6.21
12/1/2021,Yobe,Bade (Gashua),12.87,11.04,161.2,302.38,251.46,392.96,199.84,198.6,354.3,74.17,27.03,0.04
1/1/2022,Yobe,Bade (Gashua),12.87,11.04,161.2,342.39,275.91,428.52,233.54,230,421.07,86.51,26.07,0.97
2/1/2022,Yobe,Bade (Gashua),12.87,11.04,177.6,280.84,282.68,428.52,234.08,228.83,421.07,97.13,27.29,0.24
3/1/2022,Yobe,Bade (Gashua),12.87,11.04,204,271.29,290,464.44,226.95,225.94,421.07,117.25,27.92,1.6
5/1/2022,Yobe,Bade (Gashua),12.87,11.04,226,255.56,240.9,464.44,222.72,212.94,421.07,113.34,27.2,3.6
2/1/2023,Yobe,Bade (Gashua),12.87,11.04,258,309.28,280.48,640,195.55,198.94,524.91,82.58,27.39,0.62
3/1/2023,Yobe,Bade (Gashua),12.87,11.04,322.4,309.28,280.48,640,195.55,198.94,524.91,78.43,27.61,3.21
4/1/2023,Yobe,Bade (Gashua),12.87,11.04,322.4,309.28,280.48,640,195.55,198.94,524.91,84.64,27.65,6
5/1/2023,Yobe,Bade (Gashua),12.87,11.04,394,309.28,280.48,640,195.55,198.94,524.91,75.47,27.82,3.31
6/1/2023,Yobe,Bade (Gashua),12.87,11.04,407.2,309.28,280.48,710,195.55,198.94,524.91,74.84,26.41,10.62
10/1/2023,Yobe,Bade (Gashua),12.87,11.04,600,309.28,280.48,703.7,195.55,198.94,524.91,90.6,26.81,7.08
1/1/2024,Yobe,Bade (Gashua),12.87,11.04,658.06,309.28,280.48,964.76,195.55,198.94,609.92,80.12,27.48,0.18
6/1/2016,Borno,Baga Road,11.87,13.12,117.6,123,109.2,290.74,98.6,108.2,183.88,48.25,26.04,6.07
7/1/2016,Borno,Baga Road,11.87,13.12,117.6,132,119.68,290.74,111.75,119,183.88,44.95,25.33,4.15
8/1/2016,Borno,Baga Road,11.87,13.12,117.6,132,134.2,285.56,146.08,144.48,183.88,45.84,25.14,3.72
10/1/2016,Borno,Baga Road,11.87,13.12,76.4,142.88,138,285.56,113,116.98,183.88,49.52,26.48,8.92
11/1/2016,Borno,Baga Road,11.87,13.12,110.4,141.6,145.68,285.56,116.3,124.32,183.88,44.73,27.47,1.52
12/1/2016,Borno,Baga Road,11.87,13.12,114,141.5,141,300,120.72,126.35,183.88,53.31,27.18,0.23
1/1/2017,Borno,Baga Road,11.87,13.12,117.6,150,137.5,314.44,139,139.8,214.23,54.58,26.89,0.12
2/1/2017,Borno,Baga Road,11.87,13.12,102.8,176,182.38,307.04,143.88,139.62,214.23,54.87,27.41,0.39
3/1/2017,Borno,Baga Road,11.87,13.12,110.4,187.2,183.5,325.19,137.5,147,214.23,51.59,27.79,2.45
4/1/2017,Borno,Baga Road,11.87,13.12,117.6,205,183.5,328.52,150.5,150,214.23,52.31,27.87,2.88
5/1/2017,Borno,Baga Road,11.87,13.12,111.6,220.6,188.75,324.44,150,150,214.23,50.33,27.5,6.26
7/1/2017,Borno,Baga Road,11.87,13.12,158.4,228,212.4,314.44,149.5,158.25,214.23,48.48,25.3,7.82
10/1/2017,Borno,Baga Road,11.87,13.12,184,220,150,314.44,102.5,102.5,214.23,57.51,26.33,4.3
11/1/2017,Borno,Baga Road,11.87,13.12,176.4,166,149.97,250,96.68,105.58,214.23,62.71,26.85,1.89
12/1/2017,Borno,Baga Road,11.87,13.12,139.6,151,145,250,95.68,99.02,214.23,64.37,26.64,1.73
1/1/2018,Borno,Baga Road,11.87,13.12,147.2,230.16,137.73,250,102.13,99.63,240.14,69.08,25.9,0
2/1/2018,Borno,Baga Road,11.87,13.12,250,167.21,146.12,250,100.1,100.42,240.14,65.32,27.43,1.63
3/1/2018,Borno,Baga Road,11.87,13.12,147.2,153.5,133.44,250,100,100.8,240.14,66.02,27.47,1.4
4/1/2018,Borno,Baga Road,11.87,13.12,147.2,158.09,135.5,275.19,107.45,108.85,240.14,72.11,27.43,1.53
5/1/2018,Borno,Baga Road,11.87,13.12,338.4,162,133.73,285.56,108.39,110,240.14,76.98,26.9,6.12
6/1/2018,Borno,Baga Road,11.87,13.12,199.6,137.6,120,285.56,120,116.8,240.14,74.4,26.25,6.44
7/1/2018,Borno,Baga Road,11.87,13.12,199.6,160,134.05,250,103.75,110,240.14,74.25,25.39,7.42
8/1/2018,Borno,Baga Road,11.87,13.12,323.6,147.14,139.2,267.78,101.6,106,240.14,72.53,25.11,5.18
9/1/2018,Borno,Baga Road,11.87,13.12,323.6,143.61,128.65,285.56,100,99.25,240.14,78.89,25.69,9.09
10/1/2018,Borno,Baga Road,11.87,13.12,323.6,119.63,118.6,321.48,90,90,240.14,81.03,26.42,6.72
11/1/2018,Borno,Baga Road,11.87,13.12,250,119.63,118.6,321.48,86.4,88.4,240.14,64.75,27.26,3.6
12/1/2018,Borno,Baga Road,11.87,13.12,220.4,137.75,112.5,321.48,85.7,83.75,240.14,57.36,26.78,0.33
2/1/2019,Borno,Baga Road,11.87,13.12,294,189.79,136.62,285.56,82.14,85.3,267.51,63.96,27.67,2.85
3/1/2019,Borno,Baga Road,11.87,13.12,294,183.67,126.01,285.56,87.15,85.3,267.51,66.14,27.89,1.9
4/1/2019,Borno,Baga Road,11.87,13.12,294,183.67,138.92,285.56,86.25,85,267.51,71.23,28.09,3.12
5/1/2019,Borno,Baga Road,11.87,13.12,323.6,138.81,138.2,250,86.31,84.44,267.51,71.32,27.48,6.39
6/1/2019,Borno,Baga Road,11.87,13.12,316,165.29,106.27,250,83.33,80,267.51,64.22,26.27,10.25
7/1/2019,Borno,Baga Road,11.87,13.12,316,117.55,100,250,77.99,80.2,267.51,63.92,25.44,6.21
