date,admin1,market,latitude,longitude,yam,gari_yellow,gari_white,rice_local,maize_white,maize_yellow,cpi,fuel_price,temperature,rainfall
5/1/2019,Borno,Custom,11.85,13.17,323.6,138.81,138.2,285.56,86.31,84.44,267.51,71.32,27.48,6.39
7/1/2019,Borno,Custom,11.85,13.17,333.2,117.55,100,285.56,77.99,80.2,267.51,63.92,25.44,6.21
8/1/2019,Borno,Custom,11.85,13.17,327.2,173.48,105.93,290,77.11,79.96,267.51,59.04,25.41,2.5
9/1/2019,Borno,Custom,11.85,13.17,306,146.07,106.17,282.22,81.82,85.52,267.51,62.83,25.71,8.94
10/1/2019,Borno,Custom,11.85,13.17,296.8,168.56,107.84,289.26,86.61,85.52,267.51,59.71,25.87,14
11/1/2019,Borno,Custom,11.85,13.17,296.8,126.52,115.5,290,89.86,90.3,267.51,63.21,27.26,2.78
1/1/2020,Borno,Custom,11.85,13.17,264.8,145.85,115.1,290,86.07,89.61,302.94,63.65,25.81,0.04
2/1/2020,Borno,Custom,11.85,13.17,191.2,141.62,121.28,290,88.08,90.84,302.94,55.66,27.25,0.02
3/1/2020,Borno,Custom,11.85,13.17,235.2,183.67,174.12,339.26,98.18,99.2,302.94,32.01,27.78,2.98
4/1/2020,Borno,Custom,11.85,13.17,235.2,191.83,171.93,330.74,106.77,107.39,302.94,18.38,27.6,3.55
5/1/2020,Borno,Custom,11.85,13.17,235.2,194.47,207.43,351.48,112.97,113.27,302.94,29.38,27.38,5.87
6/1/2020,Borno,Custom,11.85,13.17,235.2,212.56,175.43,339.26,146.17,147.78,302.94,40.27,26.32,10.46
7/1/2020,Borno,Custom,11.85,13.17,252.8,183.67,224.74,353.7,165.97,164.58,302.94,43.24,24.96,8.83
8/1/2020,Borno,Custom,11.85,13.17,255.2,215.1,215.94,366.3,181.86,187.25,302.94,44.74,24.42,0.37
9/1/2020,Borno,Custom,11.85,13.17,259.6,243.16,200,382.96,184.99,182.38,302.94,40.91,25.32,10.6
10/1/2020,Borno,Custom,11.85,13.17,296.8,220,241.65,382.96,146.19,147.74,302.94,40.19,26.09,3.36
11/1/2020,Borno,Custom,11.85,13.17,283.6,229.2,232.12,382.96,138.3,138.26,302.94,42.69,27.08,2.68
12/1/2020,Borno,Custom,11.85,13.17,283.6,238.76,222.66,390.74,148.48,152.15,302.94,49.99,27.02,0.85
1/1/2021,Borno,Custom,11.85,13.17,283.6,261.15,239.05,391.48,171.74,168.6,354.3,54.77,27.04,0.45
2/1/2021,Borno,Custom,11.85,13.17,294.8,232.5,234.55,391.48,193.71,187.5,354.3,62.28,27.65,0.55
3/1/2021,Borno,Custom,11.85,13.17,235.2,284.6,285.18,391.48,191.02,191.88,354.3,65.41,27.5,2.65
4/1/2021,Borno,Custom,11.85,13.17,235.2,284.25,302.77,482.22,193.4,191.28,354.3,64.81,27.75,4.05
5/1/2021,Borno,Custom,11.85,13.17,264.8,289.17,289.72,494.44,194.66,197,354.3,68.53,27.42,2.78
6/1/2021,Borno,Custom,11.85,13.17,264.8,335.83,321.47,507.04,218.6,226.02,354.3,73.16,26.56,6.56
7/1/2021,Borno,Custom,11.85,13.17,261.2,371.17,331.84,500,244.18,249.17,354.3,75.17,25.57,8.02
8/1/2021,Borno,Custom,11.85,13.17,257.2,327.1,333.86,500,243.78,243.92,354.3,70.75,25.53,8.78
9/1/2021,Borno,Custom,11.85,13.17,257.2,355.25,294.37,500,234.98,235.19,354.3,74.49,25.76,9.2
10/1/2021,Borno,Custom,11.85,13.17,375.2,299.61,296.57,500,196.42,191.35,354.3,83.54,26.49,6.21
1/1/2022,Borno,Custom,11.85,13.17,375.2,342.39,275.91,500,233.54,230,421.07,86.51,26.07,0.97
2/1/2022,Borno,Custom,11.85,13.17,352.8,280.84,282.68,500,234.08,228.83,421.07,97.13,27.29,0.24
3/1/2022,Borno,Custom,11.85,13.17,456,271.29,290,500,226.95,225.94,421.07,117.25,27.92,1.6
4/1/2022,Borno,Custom,11.85,13.17,456,316.63,270.48,517.78,221.52,226.17,421.07,104.58,27.28,6.46
5/1/2022,Borno,Custom,11.85,13.17,459.6,255.56,240.9,517.78,222.72,212.94,421.07,113.34,27.2,3.6
2/1/2023,Borno,Custom,11.85,13.17,246.4,309.28,280.48,517.78,195.55,198.94,524.91,82.58,27.39,0.62
4/1/2023,Borno,Custom,11.85,13.17,338.4,309.28,280.48,790,195.55,198.94,524.91,84.64,27.65,6
5/1/2023,Borno,Custom,11.85,13.17,338.4,309.28,280.48,800,195.55,198.94,524.91,75.47,27.82,3.31
7/1/2023,Borno,Custom,11.85,13.17,524.17,183.67,150,800,116.3,119,524.91,80.11,26.04,7.86
8/1/2023,Borno,Custom,11.85,13.17,524.17,183.67,150,757.71,116.3,119,524.91,86.15,25.72,4.35
9/1/2023,Borno,Custom,11.85,13.17,524.17,309.28,280.48,851.85,195.55,198.94,524.91,93.72,26.09,9.5
10/1/2023,Borno,Custom,11.85,13.17,490.97,309.28,280.48,851.85,195.55,198.94,524.91,90.6,26.81,7.08
11/1/2023,Borno,Custom,11.85,13.17,494.74,183.67,150,912.28,116.3,119,524.91,82.94,27.22,3.86
10/1/2023,Yobe,Damagum,11.68,11.34,600,309.28,280.48,893.07,195.55,198.94,524.91,90.6,26.81,7.08
1/1/2024,Yobe,Damagum,11.68,11.34,618.31,309.28,280.48,893.07,195.55,198.94,609.92,80.12,27.48,0.18
6/1/2023,Borno,Damassack (CBM),13.01,12.56,800,309.28,280.48,813.62,195.55,198.94,524.91,74.84,26.41,10.62
8/1/2023,Borno,Damassack (CBM),13.01,12.56,800,183.67,150,813.62,116.3,119,524.91,86.15,25.72,4.35
9/1/2023,Borno,Damassack (CBM),13.01,12.56,965.22,309.28,280.48,842.19,195.55,198.94,524.91,93.72,26.09,9.5
10/1/2023,Borno,Damassack (CBM),13.01,12.56,965.16,309.28,280.48,842.19,195.55,198.94,524.91,90.6,26.81,7.08
11/1/2023,Borno,Damassack (CBM),13.01,12.56,965.16,183.67,150,841.88,116.3,119,524.91,82.94,27.22,3.86
1/1/2024,Borno,Damassack (CBM),13.01,12.56,1054.19,309.28,280.48,909.2,195.55,198.94,609.92,80.12,27.48,0.18
1/1/2015,Yobe,Damaturu,11.74,11.96,136.4,303.22,150,142.5,48.5,97,158.93,47.76,24.91,0.06
2/1/2015,Yobe,Damaturu,11.74,11.96,136.4,296.77,150,142.5,50,100,158.93,58.1,27.22,1.35
3/1/2015,Yobe,Damaturu,11.74,11.96,136.4,296.77,150,142.5,48.4,100,158.93,55.89,27.44,6.3
4/1/2015,Yobe,Damaturu,11.74,11.96,136.4,303.22,150,142.5,48.4,100,158.93,59.52,27.5,2.4
5/1/2015,Yobe,Damaturu,11.74,11.96,136.4,303.22,150,142.5,55,100,158.93,64.08,27.31,3.95
8/1/2015,Yobe,Damaturu,11.74,11.96,136.4,298.4,150,142.5,55,111.5,158.93,46.52,25.12,1.94
9/1/2015,Yobe,Damaturu,11.74,11.96,230.8,298.4,150,142.5,65.8,111.5,158.93,47.62,25.42,5.22
10/1/2015,Yobe,Damaturu,11.74,11.96,230.8,303.47,150,142.5,60,120,158.93,48.43,26.3,4.46
11/1/2015,Yobe,Damaturu,11.74,11.96,231.6,303.52,150,142.5,55,110,158.93,44.27,27.02,1.84
12/1/2015,Yobe,Damaturu,11.74,11.96,230.8,206.03,150,120,55,100,158.93,38.01,24.86,0.06
1/1/2016,Yobe,Damaturu,11.74,11.96,232.4,181.71,150,120,61.25,120,183.88,30.7,26.01,0.73
2/1/2016,Yobe,Damaturu,11.74,11.96,232.4,132,150,120,72.5,132.5,183.88,32.18,27.34,0.07
3/1/2016,Yobe,Damaturu,11.74,11.96,232.4,132,150,180,72.5,132.5,183.88,38.21,28.13,4.11
4/1/2016,Yobe,Damaturu,11.74,11.96,232.4,132,149.6,205,84.8,147,183.88,41.58,27.96,3.42
5/1/2016,Yobe,Damaturu,11.74,11.96,232.4,133,149.2,205,91.95,147,183.88,46.74,27.18,5.7
6/1/2016,Yobe,Damaturu,11.74,11.96,237.6,132.2,149.2,205,91.95,176,183.88,48.25,26.04,6.07
7/1/2016,Yobe,Damaturu,11.74,11.96,237.6,132.2,149.2,205,91.95,176,183.88,44.95,25.33,4.15
8/1/2016,Yobe,Damaturu,11.74,11.96,540,132,177,288,147.6,264,183.88,45.84,25.14,3.72
9/1/2016,Yobe,Damaturu,11.74,11.96,600,132,177,279,147.6,261.5,183.88,46.57,25.49,12.87
10/1/2016,Yobe,Damaturu,11.74,11.96,550,132,177,279,110,195.5,183.88,49.52,26.48,8.92
11/1/2016,Yobe,Damaturu,11.74,11.96,550,132,177,271.6,127.6,195.5,183.88,44.73,27.47,1.52
12/1/2016,Yobe,Damaturu,11.74,11.96,550,132,177,291,133.75,231,183.88,53.31,27.18,0.23
3/1/2017,Yobe,Damaturu,11.74,11.96,550,132,177,317,133.75,261.32,214.23,51.59,27.79,2.45
4/1/2017,Yobe,Damaturu,11.74,11.96,550,174,188.75,332.75,155.5,150,214.23,52.31,27.87,2.88
5/1/2017,Yobe,Damaturu,11.74,11.96,150,174,188.75,310.4,147.2,150,214.23,50.33,27.5,6.26
6/1/2017,Yobe,Damaturu,11.74,11.96,150,189,198,306,147.2,170,214.23,46.37,26.47,10.85
7/1/2017,Yobe,Damaturu,11.74,11.96,150,235.8,246,306,149.5,162,214.23,48.48,25.3,7.82
8/1/2017,Yobe,Damaturu,11.74,11.96,231.2,298,276,298.4,156.4,151,214.23,51.7,24.8,3.57
9/1/2017,Yobe,Damaturu,11.74,11.96,231.2,280,273,291,156.4,151,214.23,56.15,25.32,5.23
10/1/2017,Yobe,Damaturu,11.74,11.96,218,282,273,274.5,156.4,127,214.23,57.51,26.33,4.3
11/1/2017,Yobe,Damaturu,11.74,11.96,218,262.8,267.6,274.5,156.4,127,214.23,62.71,26.85,1.89
12/1/2017,Yobe,Damaturu,11.74,11.96,189.6,262.8,266,274.5,98,127,214.23,64.37,26.64,1.73
1/1/2018,Yobe,Damaturu,11.74,11.96,189.6,327.91,323.86,236.3,98,99.26,240.14,69.08,25.9,0
2/1/2018,Yobe,Damaturu,11.74,11.96,152.8,200,323.86,244,98,99.26,240.14,65.32,27.43,1.63
3/1/2018,Yobe,Damaturu,11.74,11.96,152.8,200,220,244,101,99.26,240.14,66.02,27.47,1.4
4/1/2018,Yobe,Damaturu,11.74,11.96,139.6,200,212.5,244.5,101,89.75,240.14,72.11,27.43,1.53
5/1/2018,Yobe,Damaturu,11.74,11.96,186,194,196,243.2,98,92.8,240.14,76.98,26.9,6.12
7/1/2018,Yobe,Damaturu,11.74,11.96,267.2,194,209.5,243.2,98,94,240.14,74.25,25.39,7.42
8/1/2018,Yobe,Damaturu,11.74,11.96,267.2,227.6,217.2,253.2,101.6,93,240.14,72.53,25.11,5.18
9/1/2018,Yobe,Damaturu,11.74,11.96,290.4,227.6,207.5,258.5,100.5,93.25,240.14,78.89,25.69,9.09
10/1/2018,Yobe,Damaturu,11.74,11.96,295.2,227.6,203.2,242,86.4,91.73,240.14,81.03,26.42,6.72
11/1/2018,Yobe,Damaturu,11.74,11.96,251.2,227.6,205,240,86.4,91.73,240.14,64.75,27.26,3.6
12/1/2018,Yobe,Damaturu,11.74,11.96,251.2,210,205,240.5,86.4,69.21,240.14,57.36,26.78,0.33
1/1/2019,Yobe,Damaturu,11.74,11.96,164.8,210,231.35,240,73.6,76.07,267.51,59.41,27.29,1.8
2/1/2019,Yobe,Damaturu,11.74,11.96,164.8,210,231.58,240,73.6,72.04,267.51,63.96,27.67,2.85
3/1/2019,Yobe,Damaturu,11.74,11.96,154,280.71,231.58,261.48,73.6,80,267.51,66.14,27.89,1.9
4/1/2019,Yobe,Damaturu,11.74,11.96,166.4,232.08,231.58,261.48,80.13,79.17,267.51,71.23,28.09,3.12
5/1/2019,Yobe,Damaturu,11.74,11.96,166.4,232.08,232.65,244.26,96.15,79.17,267.51,71.32,27.48,6.39
6/1/2019,Yobe,Damaturu,11.74,11.96,179.6,263.16,263.16,244.26,96.15,68.33,267.51,64.22,26.27,10.25
7/1/2019,Yobe,Damaturu,11.74,11.96,189.6,193.33,193.33,244.26,75,70.13,267.51,63.92,25.44,6.21
8/1/2019,Yobe,Damaturu,11.74,11.96,205.6,193.33,195.26,236.67,75,95.57,267.51,59.04,25.41,2.5
9/1/2019,Yobe,Damaturu,11.74,11.96,168.4,172.5,191.52,227.92,96.15,95.57,267.51,62.83,25.71,8.94
10/1/2019,Yobe,Damaturu,11.74,11.96,173.2,210.53,195.26,223.33,95.58,85,267.51,59.71,25.87,14
11/1/2019,Yobe,Damaturu,11.74,11.96,173.2,176,180,223.33,91,84,267.51,63.21,27.26,2.78
12/1/2019,Yobe,Damaturu,11.74,11.96,188.4,180,180,223.33,79.75,78.25,267.51,67.22,27.04,2.12
1/1/2020,Yobe,Damaturu,11.74,11.96,188.4,180,180,231.92,88.08,83.69,302.94,63.65,25.81,0.04
2/1/2020,Yobe,Damaturu,11.74,11.96,192.4,182.1,184.21,208.15,88.08,77.5,302.94,55.66,27.25,0.02
3/1/2020,Yobe,Damaturu,11.74,11.96,188.6,184.21,184.21,249.96,107.48,103.85,302.94,32.01,27.78,2.98
4/1/2020,Yobe,Damaturu,11.74,11.96,197.52,200,192.83,265.67,105.1,104.95,302.94,18.38,27.6,3.55
5/1/2020,Yobe,Damaturu,11.74,11.96,222.67,205.26,205.26,280,108.41,100.9,302.94,29.38,27.38,5.87
6/1/2020,Yobe,Damaturu,11.74,11.96,239.15,201.4,201.32,275.65,130.75,124.89,302.94,40.27,26.32,10.46
7/1/2020,Yobe,Damaturu,11.74,11.96,239.15,192.1,192.1,286.45,130.75,156.61,302.94,43.24,24.96,8.83
8/1/2020,Yobe,Damaturu,11.74,11.96,239.15,202.26,190.15,325.55,182.43,165.13,302.94,44.74,24.42,0.37
9/1/2020,Yobe,Damaturu,11.74,11.96,223.12,368.42,270,380,216.9,211.87,302.94,40.91,25.32,10.6
10/1/2020,Yobe,Damaturu,11.74,11.96,223.12,346.49,346.35,374.19,195.83,179.03,302.94,40.19,26.09,3.36
11/1/2020,Yobe,Damaturu,11.74,11.96,230.8,269.4,315.79,331.67,148.22,124.6,302.94,42.69,27.08,2.68
12/1/2020,Yobe,Damaturu,11.74,11.96,230.8,228.71,272.9,380,148.15,143.19,302.94,49.99,27.02,0.85
1/1/2021,Yobe,Damaturu,11.74,11.96,230.8,297.01,243.55,300,179.03,166.26,354.3,54.77,27.04,0.45
2/1/2021,Yobe,Damaturu,11.74,11.96,230.8,230,272.9,340,179.03,171.25,354.3,62.28,27.65,0.55
3/1/2021,Yobe,Damaturu,11.74,11.96,230.8,315.79,290.6,340,192.31,186.03,354.3,65.41,27.5,2.65
4/1/2021,Yobe,Damaturu,11.74,11.96,258.56,315.79,315.79,380,192.31,177.4,354.3,64.81,27.75,4.05
5/1/2021,Yobe,Damaturu,11.74,11.96,258.56,297.9,297.9,300,192.31,186.16,354.3,68.53,27.42,2.78
6/1/2021,Yobe,Damaturu,11.74,11.96,278.67,297.9,297.9,380,212.07,202.53,354.3,73.16,26.56,6.56
7/1/2021,Yobe,Damaturu,11.74,11.96,307.6,379.16,331.84,319.07,244.29,218.71,354.3,75.17,25.57,8.02
8/1/2021,Yobe,Damaturu,11.74,11.96,335.91,353.55,290,406.69,240.55,211.94,354.3,70.75,25.53,8.78
9/1/2021,Yobe,Damaturu,11.74,11.96,360,353.58,291.07,413.7,240.55,223.24,354.3,74.49,25.76,9.2
10/1/2021,Yobe,Damaturu,11.74,11.96,360,299.61,360.77,413.7,218.23,223.24,354.3,83.54,26.49,6.21
11/1/2021,Yobe,Damaturu,11.74,11.96,360,395.33,375,406.85,220,191.82,354.3,81.05,27.02,6.92
12/1/2021,Yobe,Damaturu,11.74,11.96,360,400,408.56,387.78,220,186.1,354.3,74.17,27.03,0.04
1/1/2022,Yobe,Damaturu,11.74,11.96,400,400,413.27,420,190,190,421.07,86.51,26.07,0.97
2/1/2022,Yobe,Damaturu,11.74,11.96,400,410.77,412,420,220,203.7,421.07,97.13,27.29,0.24
3/1/2022,Yobe,Damaturu,11.74,11.96,393.73,454.67,476.16,420,214,208.53,421.07,117.25,27.92,1.6
4/1/2022,Yobe,Damaturu,11.74,11.96,389.2,454.67,402,460.33,219.35,216.42,421.07,104.58,27.28,6.46
5/1/2022,Yobe,Damaturu,11.74,11.96,389.2,576.99,400.32,460.33,210.27,216.42,421.07,113.34,27.2,3.6
6/1/2022,Yobe,Damaturu,11.74,11.96,389.2,489.42,400,480,197.5,227.03,421.07,122.71,26.14,11.21
7/1/2022,Yobe,Damaturu,11.74,11.96,389.2,489.38,472.76,454.29,197.5,212.44,421.07,111.93,25.33,6.53
8/1/2022,Yobe,Damaturu,11.74,11.96,389.2,568.34,395,500,190.96,223.76,421.07,100.45,24.64,4.46
9/1/2022,Yobe,Damaturu,11.74,11.96,340,429.62,428.45,500,202.33,218.13,421.07,89.76,25.28,9.53
10/1/2022,Yobe,Damaturu,11.74,11.96,340,429.62,426.12,488.26,250.19,216.58,421.07,93.33,26.25,6.27
11/1/2022,Yobe,Damaturu,11.74,11.96,320,364.67,426.12,524.52,226,216.58,421.07,91.42,26.93,1.48
12/1/2022,Yobe,Damaturu,11.74,11.96,320,426.12,360,550,221.32,211.92,421.07,80.92,26.09,1.41
1/1/2023,Yobe,Damaturu,11.74,11.96,320,360,492.23,477.78,221.58,240,524.91,82.5,26.36,0.18
12/1/2016,Yobe,Damaturu (Sunday Market),11.74,11.96,96.8,141.5,141,262.22,120.72,126.35,183.88,53.31,27.18,0.23
2/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,96.8,176,182.38,262.22,143.88,139.62,214.23,54.87,27.41,0.39
4/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,193.6,205,183.5,262.22,150.5,150,214.23,52.31,27.87,2.88
5/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,193.6,220.6,188.75,312.59,150,150,214.23,50.33,27.5,6.26
7/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,169.2,228,212.4,312.59,149.5,158.25,214.23,48.48,25.3,7.82
8/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,242,228.92,210,312.59,156.4,151.08,214.23,51.7,24.8,3.57
11/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,166,149.97,312.59,96.68,105.58,214.23,62.71,26.85,1.89
12/1/2017,Yobe,Damaturu (Sunday Market),11.74,11.96,112.8,151,145,312.59,95.68,99.02,214.23,64.37,26.64,1.73
2/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,88.8,167.21,146.12,312.59,100.1,100.42,240.14,65.32,27.43,1.63
4/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,80.8,158.09,135.5,312.59,107.45,108.85,240.14,72.11,27.43,1.53
6/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,96.8,137.6,120,250,120,116.8,240.14,74.4,26.25,6.44
7/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,160,134.05,250,103.75,110,240.14,74.25,25.39,7.42
8/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,147.14,139.2,285.56,101.6,106,240.14,72.53,25.11,5.18
9/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,112.8,143.61,128.65,285.56,100,99.25,240.14,78.89,25.69,9.09
10/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,112.8,119.63,118.6,267.78,90,90,240.14,81.03,26.42,6.72
12/1/2018,Yobe,Damaturu (Sunday Market),11.74,11.96,112.8,137.75,112.5,250,85.7,83.75,240.14,57.36,26.78,0.33
1/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,137.75,134.28,250,80.81,86.93,267.51,59.41,27.29,1.8
2/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,189.79,136.62,250,82.14,85.3,267.51,63.96,27.67,2.85
3/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,145.2,183.67,126.01,250,87.15,85.3,267.51,66.14,27.89,1.9
4/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,145.2,183.67,138.92,250,86.25,85,267.51,71.23,28.09,3.12
5/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,112.8,138.81,138.2,250,86.31,84.44,267.51,71.32,27.48,6.39
6/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,72.4,165.29,106.27,214.44,83.33,80,267.51,64.22,26.27,10.25
7/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,72.4,117.55,100,232.22,77.99,80.2,267.51,63.92,25.44,6.21
8/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,120.8,173.48,105.93,250,77.11,79.96,267.51,59.04,25.41,2.5
10/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,80.8,168.56,107.84,285.56,86.61,85.52,267.51,59.71,25.87,14
11/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,64.4,126.52,115.5,285.56,89.86,90.3,267.51,63.21,27.26,2.78
12/1/2019,Yobe,Damaturu (Sunday Market),11.74,11.96,64.4,113.82,102.39,285.56,85.62,88.12,267.51,67.22,27.04,2.12
1/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,72.4,145.85,115.1,214.44,86.07,89.61,302.94,63.65,25.81,0.04
2/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,64.4,141.62,121.28,214.44,88.08,90.84,302.94,55.66,27.25,0.02
5/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,112.8,194.47,207.43,214.44,112.97,113.27,302.94,29.38,27.38,5.87
6/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,145.2,212.56,175.43,214.44,146.17,147.78,302.94,40.27,26.32,10.46
8/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,215.1,215.94,214.44,181.86,187.25,302.94,44.74,24.42,0.37
9/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,243.16,200,446.3,184.99,182.38,302.94,40.91,25.32,10.6
11/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,153.2,229.2,232.12,446.3,138.3,138.26,302.94,42.69,27.08,2.68
12/1/2020,Yobe,Damaturu (Sunday Market),11.74,11.96,129.2,238.76,222.66,321.48,148.48,152.15,302.94,49.99,27.02,0.85
1/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,129.2,261.15,239.05,357.04,171.74,168.6,354.3,54.77,27.04,0.45
3/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,129.2,284.6,285.18,428.52,191.02,191.88,354.3,65.41,27.5,2.65
5/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,129.2,289.17,289.72,392.96,194.66,197,354.3,68.53,27.42,2.78
6/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,242,335.83,321.47,446.3,218.6,226.02,354.3,73.16,26.56,6.56
7/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,242,371.17,331.84,428.52,244.18,249.17,354.3,75.17,25.57,8.02
8/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,242,327.1,333.86,459.26,243.78,243.92,354.3,70.75,25.53,8.78
9/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,185.6,355.25,294.37,482.22,234.98,235.19,354.3,74.49,25.76,9.2
10/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,129.2,299.61,296.57,482.22,196.42,191.35,354.3,83.54,26.49,6.21
11/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,289.47,256.11,357.04,189.8,189.52,354.3,81.05,27.02,6.92
12/1/2021,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,302.38,251.46,410.74,199.84,198.6,354.3,74.17,27.03,0.04
1/1/2022,Yobe,Damaturu (Sunday Market),11.74,11.96,161.2,342.39,275.91,428.52,233.54,230,421.07,86.51,26.07,0.97
2/1/2022,Yobe,Damaturu (Sunday Market),11.74,11.96,354.8,280.84,282.68,446.3,234.08,228.83,421.07,97.13,27.29,0.24
3/1/2022,Yobe,Damaturu (Sunday Market),11.74,11.96,419.2,271.29,290,446.3,226.95,225.94,421.07,117.25,27.92,1.6
6/1/2023,Borno,Damboa,11.16,12.76,320,309.28,280.48,592.59,195.55,198.94,524.91,74.84,26.41,10.62
7/1/2023,Borno,Damboa,11.16,12.76,320,183.67,150,670.37,116.3,119,524.91,80.11,26.04,7.86
8/1/2023,Borno,Damboa,11.16,12.76,306.67,183.67,150,851.85,116.3,119,524.91,86.15,25.72,4.35
9/1/2023,Borno,Damboa,11.16,12.76,320,309.28,280.48,840.74,195.55,198.94,524.91,93.72,26.09,9.5
10/1/2023,Borno,Damboa,11.16,12.76,320,309.28,280.48,716.05,195.55,198.94,524.91,90.6,26.81,7.08
11/1/2023,Borno,Damboa,11.16,12.76,320,183.67,150,716.05,116.3,119,524.91,82.94,27.22,3.86
1/1/2024,Borno,Damboa,11.16,12.76,356.13,309.28,280.48,850.66,195.55,198.94,609.92,80.12,27.48,0.18
7/1/2014,Katsina,Dandume,11.42,7.2,71.43,89,71.25,155,40.52,55.25,145.8,106.77,25.49,6.23
8/1/2014,Katsina,Dandume,11.42,7.2,77.86,89,71.25,148.75,40.52,55.25,145.8,101.61,24.66,5.85
9/1/2014,Katsina,Dandume,11.42,7.2,80,86.4,71.25,148.75,40.52,55.25,145.8,97.09,24.97,8.88
10/1/2014,Katsina,Dandume,11.42,7.2,81,86.4,73.75,103.75,36.12,47,145.8,87.43,25.89,8.05
11/1/2014,Katsina,Dandume,11.42,7.2,81,77.9,73.75,103.75,36.12,47,145.8,79.44,26.5,3.43
12/1/2014,Katsina,Dandume,11.42,7.2,81,77.9,73.75,114.08,36.68,40.32,145.8,62.34,26.77,0.19
1/1/2015,Katsina,Dandume,11.42,7.2,72,72,73.75,114.08,37.6,40.32,158.93,47.76,24.91,0.06
2/1/2015,Katsina,Dandume,11.42,7.2,67,71.75,73.75,114.08,37,43.25,158.93,58.1,27.22,1.35
3/1/2015,Katsina,Dandume,11.42,7.2,71.4,69,73.75,124.72,37,41.24,158.93,55.89,27.44,6.3
4/1/2015,Katsina,Dandume,11.42,7.2,77,76.25,68,137.9,51.5,49.9,158.93,59.52,27.5,2.4
5/1/2015,Katsina,Dandume,11.42,7.2,86,75,67,137.2,46.95,49.9,158.93,64.08,27.31,3.95
6/1/2015,Katsina,Dandume,11.42,7.2,113,75,63.5,137.2,47.4,48.9,158.93,61.48,26.03,6.7
7/1/2015,Katsina,Dandume,11.42,7.2,155.6,70,63.5,125.44,47.4,53.2,158.93,56.56,25.35,3.07
8/1/2015,Katsina,Dandume,11.42,7.2,155.6,70,63.5,125.44,48.55,50.1,158.93,46.52,25.12,1.94
9/1/2015,Katsina,Dandume,11.42,7.2,119.2,68.8,58,125.44,48.55,58.6,158.93,47.62,25.42,5.22
10/1/2015,Katsina,Dandume,11.42,7.2,100,64.6,58,125.44,47.5,58.6,158.93,48.43,26.3,4.46
11/1/2015,Katsina,Dandume,11.42,7.2,100,64.6,58,125.44,47.5,56.05,158.93,44.27,27.02,1.84
12/1/2015,Katsina,Dandume,11.42,7.2,100,64.6,60,127.96,48.4,56.05,158.93,38.01,24.86,0.06
1/1/2016,Katsina,Dandume,11.42,7.2,100,64.6,60,127.96,48.4,56.05,183.88,30.7,26.01,0.73
2/1/2016,Katsina,Dandume,11.42,7.2,119,72.65,63.75,127.96,48.4,56.05,183.88,32.18,27.34,0.07
3/1/2016,Katsina,Dandume,11.42,7.2,140.4,78,65,176.96,48.4,56.05,183.88,38.21,28.13,4.11
